County_state,POP_2019,county,state,fips
"Bell County, Kentucky",26032,Bell,Kentucky,21013
"Boone County, Kentucky",133581,Boone,Kentucky,21015
"Bourbon County, Kentucky",19788,Bourbon,Kentucky,21017
"Boyd County, Kentucky",46718,Boyd,Kentucky,21019
"Boyle County, Kentucky",30060,Boyle,Kentucky,21021
"Bracken County, Kentucky",8303,Bracken,Kentucky,21023
"Breathitt County, Kentucky",12630,Breathitt,Kentucky,21025
"Breckinridge County, Kentucky",20477,Breckinridge,Kentucky,21027
"Bullitt County, Kentucky",81676,Bullitt,Kentucky,21029
"Butler County, Kentucky",12879,Butler,Kentucky,21031
"Caldwell County, Kentucky",12747,Caldwell,Kentucky,21033
"Calloway County, Kentucky",39001,Calloway,Kentucky,21035
"Campbell County, Kentucky",93584,Campbell,Kentucky,21037
"Carlisle County, Kentucky",4760,Carlisle,Kentucky,21039
"Carroll County, Kentucky",10631,Carroll,Kentucky,21041
"Carter County, Kentucky",26797,Carter,Kentucky,21043
"Casey County, Kentucky",16159,Casey,Kentucky,21045
"Christian County, Kentucky",70461,Christian,Kentucky,21047
"Clark County, Kentucky",36263,Clark,Kentucky,21049
"Clay County, Kentucky",19901,Clay,Kentucky,21051
"Clinton County, Kentucky",10218,Clinton,Kentucky,21053
"Crittenden County, Kentucky",8806,Crittenden,Kentucky,21055
"Cumberland County, Kentucky",6614,Cumberland,Kentucky,21057
"Daviess County, Kentucky",101511,Daviess,Kentucky,21059
"Edmonson County, Kentucky",12150,Edmonson,Kentucky,21061
"Elliott County, Kentucky",7517,Elliott,Kentucky,21063
"Estill County, Kentucky",14106,Estill,Kentucky,21065
"Fayette County, Kentucky",323152,Fayette,Kentucky,21067
"Fleming County, Kentucky",14581,Fleming,Kentucky,21069
"Floyd County, Kentucky",35589,Floyd,Kentucky,21071
"Franklin County, Kentucky",50991,Franklin,Kentucky,21073
"Fulton County, Kentucky",5969,Fulton,Kentucky,21075
"Gallatin County, Kentucky",8869,Gallatin,Kentucky,21077
"Garrard County, Kentucky",17666,Garrard,Kentucky,21079
"Grant County, Kentucky",25069,Grant,Kentucky,21081
"Graves County, Kentucky",37266,Graves,Kentucky,21083
"Grayson County, Kentucky",26427,Grayson,Kentucky,21085
"Green County, Kentucky",10941,Green,Kentucky,21087
"Greenup County, Kentucky",35098,Greenup,Kentucky,21089
"Hancock County, Kentucky",8722,Hancock,Kentucky,21091
"Hardin County, Kentucky",110958,Hardin,Kentucky,21093
"Harlan County, Kentucky",26010,Harlan,Kentucky,21095
"Harrison County, Kentucky",18886,Harrison,Kentucky,21097
"Hart County, Kentucky",19035,Hart,Kentucky,21099
"Henderson County, Kentucky",45210,Henderson,Kentucky,21101
"Henry County, Kentucky",16126,Henry,Kentucky,21103
"Hickman County, Kentucky",4380,Hickman,Kentucky,21105
"Hopkins County, Kentucky",44686,Hopkins,Kentucky,21107
"Jackson County, Kentucky",13329,Jackson,Kentucky,21109
"Jefferson County, Kentucky",766757,Jefferson,Kentucky,21111
"Jessamine County, Kentucky",54115,Jessamine,Kentucky,21113
"Johnson County, Kentucky",22188,Johnson,Kentucky,21115
"Kenton County, Kentucky",166998,Kenton,Kentucky,21117
"Knott County, Kentucky",14806,Knott,Kentucky,21119
"Knox County, Kentucky",31145,Knox,Kentucky,21121
"Larue County, Kentucky",14398,Larue,Kentucky,21123
"Laurel County, Kentucky",60813,Laurel,Kentucky,21125
"Lawrence County, Kentucky",15317,Lawrence,Kentucky,21127
"Lee County, Kentucky",7403,Lee,Kentucky,21129
"Leslie County, Kentucky",9877,Leslie,Kentucky,21131
"Letcher County, Kentucky",21553,Letcher,Kentucky,21133
"Lewis County, Kentucky",13275,Lewis,Kentucky,21135
"Lincoln County, Kentucky",24549,Lincoln,Kentucky,21137
"Livingston County, Kentucky",9194,Livingston,Kentucky,21139
"Logan County, Kentucky",27102,Logan,Kentucky,21141
"Lyon County, Kentucky",8210,Lyon,Kentucky,21143
"McCracken County, Kentucky",65418,McCracken,Kentucky,21145
"McCreary County, Kentucky",17231,McCreary,Kentucky,21147
"McLean County, Kentucky",9207,McLean,Kentucky,21149
"Madison County, Kentucky",92987,Madison,Kentucky,21151
"Magoffin County, Kentucky",12161,Magoffin,Kentucky,21153
"Marion County, Kentucky",19273,Marion,Kentucky,21155
"Marshall County, Kentucky",31100,Marshall,Kentucky,21157
"Martin County, Kentucky",11195,Martin,Kentucky,21159
"Mason County, Kentucky",17070,Mason,Kentucky,21161
"Meade County, Kentucky",28572,Meade,Kentucky,21163
"Menifee County, Kentucky",6489,Menifee,Kentucky,21165
"Mercer County, Kentucky",21933,Mercer,Kentucky,21167
"Metcalfe County, Kentucky",10071,Metcalfe,Kentucky,21169
"Monroe County, Kentucky",10650,Monroe,Kentucky,21171
"Montgomery County, Kentucky",28157,Montgomery,Kentucky,21173
"Morgan County, Kentucky",13309,Morgan,Kentucky,21175
"Muhlenberg County, Kentucky",30622,Muhlenberg,Kentucky,21177
"Nelson County, Kentucky",46233,Nelson,Kentucky,21179
"Nicholas County, Kentucky",7269,Nicholas,Kentucky,21181
"Ohio County, Kentucky",23994,Ohio,Kentucky,21183
"Oldham County, Kentucky",66799,Oldham,Kentucky,21185
"Owen County, Kentucky",10901,Owen,Kentucky,21187
"Owsley County, Kentucky",4415,Owsley,Kentucky,21189
"Pendleton County, Kentucky",14590,Pendleton,Kentucky,21191
"Perry County, Kentucky",25758,Perry,Kentucky,21193
"Pike County, Kentucky",57876,Pike,Kentucky,21195
"Powell County, Kentucky",12359,Powell,Kentucky,21197
"Pulaski County, Kentucky",64979,Pulaski,Kentucky,21199
"Robertson County, Kentucky",2108,Robertson,Kentucky,21201
"Rockcastle County, Kentucky",16695,Rockcastle,Kentucky,21203
"Rowan County, Kentucky",24460,Rowan,Kentucky,21205
"Russell County, Kentucky",17923,Russell,Kentucky,21207
"Scott County, Kentucky",57004,Scott,Kentucky,21209
"Shelby County, Kentucky",49024,Shelby,Kentucky,21211
"Simpson County, Kentucky",18572,Simpson,Kentucky,21213
"Spencer County, Kentucky",19351,Spencer,Kentucky,21215
"Taylor County, Kentucky",25769,Taylor,Kentucky,21217
"Todd County, Kentucky",12294,Todd,Kentucky,21219
"Trigg County, Kentucky",14651,Trigg,Kentucky,21221
"Trimble County, Kentucky",8471,Trimble,Kentucky,21223
"Union County, Kentucky",14381,Union,Kentucky,21225
"Warren County, Kentucky",132896,Warren,Kentucky,21227
"Washington County, Kentucky",12095,Washington,Kentucky,21229
"Wayne County, Kentucky",20333,Wayne,Kentucky,21231
"Webster County, Kentucky",12942,Webster,Kentucky,21233
"Whitley County, Kentucky",36264,Whitley,Kentucky,21235
"Wolfe County, Kentucky",7157,Wolfe,Kentucky,21237
"Woodford County, Kentucky",26734,Woodford,Kentucky,21239
"Acadia Parish, Louisiana",62045,Acadia,Louisiana,22001
"Allen Parish, Louisiana",25627,Allen,Louisiana,22003
"Ascension Parish, Louisiana",126604,Ascension,Louisiana,22005
"Assumption Parish, Louisiana",21891,Assumption,Louisiana,22007
"Avoyelles Parish, Louisiana",40144,Avoyelles,Louisiana,22009
"Beauregard Parish, Louisiana",37497,Beauregard,Louisiana,22011
"Bienville Parish, Louisiana",13241,Bienville,Louisiana,22013
"Bossier Parish, Louisiana",127039,Bossier,Louisiana,22015
"Caddo Parish, Louisiana",240204,Caddo,Louisiana,22017
"Calcasieu Parish, Louisiana",203436,Calcasieu,Louisiana,22019
"Caldwell Parish, Louisiana",9918,Caldwell,Louisiana,22021
"Cameron Parish, Louisiana",6973,Cameron,Louisiana,22023
"Catahoula Parish, Louisiana",9494,Catahoula,Louisiana,22025
"Claiborne Parish, Louisiana",15670,Claiborne,Louisiana,22027
"Concordia Parish, Louisiana",19259,Concordia,Louisiana,22029
"De Soto Parish, Louisiana",27463,De Soto,Louisiana,22031
"East Baton Rouge Parish, Louisiana",440059,East Baton Rouge,Louisiana,22033
"East Carroll Parish, Louisiana",6861,East Carroll,Louisiana,22035
"East Feliciana Parish, Louisiana",19135,East Feliciana,Louisiana,22037
"Evangeline Parish, Louisiana",33395,Evangeline,Louisiana,22039
"Franklin Parish, Louisiana",20015,Franklin,Louisiana,22041
"Grant Parish, Louisiana",22389,Grant,Louisiana,22043
"Iberia Parish, Louisiana",69830,Iberia,Louisiana,22045
"Iberville Parish, Louisiana",32511,Iberville,Louisiana,22047
"Jackson Parish, Louisiana",15744,Jackson,Louisiana,22049
"Jefferson Parish, Louisiana",432493,Jefferson,Louisiana,22051
"Jefferson Davis Parish, Louisiana",31368,Jefferson Davis,Louisiana,22053
"Lafayette Parish, Louisiana",244390,Lafayette,Louisiana,22055
"Lafourche Parish, Louisiana",97614,Lafourche,Louisiana,22057
"LaSalle Parish, Louisiana",14892,LaSalle,Louisiana,22059
"Lincoln Parish, Louisiana",46742,Lincoln,Louisiana,22061
"Livingston Parish, Louisiana",140789,Livingston,Louisiana,22063
"Madison Parish, Louisiana",10951,Madison,Louisiana,22065
"Morehouse Parish, Louisiana",24874,Morehouse,Louisiana,22067
"Natchitoches Parish, Louisiana",38158,Natchitoches,Louisiana,22069
"Orleans Parish, Louisiana",390144,Orleans,Louisiana,22071
"Ouachita Parish, Louisiana",153279,Ouachita,Louisiana,22073
"Plaquemines Parish, Louisiana",23197,Plaquemines,Louisiana,22075
"Pointe Coupee Parish, Louisiana",21730,Pointe Coupee,Louisiana,22077
"Rapides Parish, Louisiana",129648,Rapides,Louisiana,22079
"Red River Parish, Louisiana",8442,Red River,Louisiana,22081
"Richland Parish, Louisiana",20122,Richland,Louisiana,22083
"Sabine Parish, Louisiana",23884,Sabine,Louisiana,22085
"St. Bernard Parish, Louisiana",47244,St Bernard,Louisiana,22087
"St. Charles Parish, Louisiana",53100,St Charles,Louisiana,22089
"St. Helena Parish, Louisiana",10132,St Helena,Louisiana,22091
"St. James Parish, Louisiana",21096,St James,Louisiana,22093
"St. John the Baptist Parish, Louisiana",42837,St John the Baptist,Louisiana,22095
"St. Landry Parish, Louisiana",82124,St Landry,Louisiana,22097
"St. Martin Parish, Louisiana",53431,St Martin,Louisiana,22099
"St. Mary Parish, Louisiana",49348,St Mary,Louisiana,22101
"St. Tammany Parish, Louisiana",260419,St Tammany,Louisiana,22103
"Tangipahoa Parish, Louisiana",134758,Tangipahoa,Louisiana,22105
"Tensas Parish, Louisiana",4334,Tensas,Louisiana,22107
"Terrebonne Parish, Louisiana",110461,Terrebonne,Louisiana,22109
"Union Parish, Louisiana",22108,Union,Louisiana,22111
"Vermilion Parish, Louisiana",59511,Vermilion,Louisiana,22113
"Vernon Parish, Louisiana",47429,Vernon,Louisiana,22115
"Washington Parish, Louisiana",46194,Washington,Louisiana,22117
"Webster Parish, Louisiana",38340,Webster,Louisiana,22119
"West Baton Rouge Parish, Louisiana",26465,West Baton Rouge,Louisiana,22121
"West Carroll Parish, Louisiana",10830,West Carroll,Louisiana,22123
"West Feliciana Parish, Louisiana",15568,West Feliciana,Louisiana,22125
"Winn Parish, Louisiana",13904,Winn,Louisiana,22127
"Androscoggin County, Maine",108277,Androscoggin,Maine,23001
"Aroostook County, Maine",67055,Aroostook,Maine,23003
"Cumberland County, Maine",295003,Cumberland,Maine,23005
"Franklin County, Maine",30199,Franklin,Maine,23007
"Hancock County, Maine",54987,Hancock,Maine,23009
"Kennebec County, Maine",122302,Kennebec,Maine,23011
"Knox County, Maine",39772,Knox,Maine,23013
"Lincoln County, Maine",34634,Lincoln,Maine,23015
"Oxford County, Maine",57975,Oxford,Maine,23017
"Penobscot County, Maine",152148,Penobscot,Maine,23019
"Piscataquis County, Maine",16785,Piscataquis,Maine,23021
"Sagadahoc County, Maine",35856,Sagadahoc,Maine,23023
"Somerset County, Maine",50484,Somerset,Maine,23025
"Waldo County, Maine",39715,Waldo,Maine,23027
"Washington County, Maine",31379,Washington,Maine,23029
"York County, Maine",207641,York,Maine,23031
"Allegany County, Maryland",70416,Allegany,Maryland,24001
"Anne Arundel County, Maryland",579234,Anne Arundel,Maryland,24003
"Baltimore County, Maryland",827370,Baltimore,Maryland,24005
"Calvert County, Maryland",92525,Calvert,Maryland,24009
"Caroline County, Maryland",33406,Caroline,Maryland,24011
"Carroll County, Maryland",168447,Carroll,Maryland,24013
"Cecil County, Maryland",102855,Cecil,Maryland,24015
"Charles County, Maryland",163257,Charles,Maryland,24017
"Dorchester County, Maryland",31929,Dorchester,Maryland,24019
"Frederick County, Maryland",259547,Frederick,Maryland,24021
"Garrett County, Maryland",29014,Garrett,Maryland,24023
"Harford County, Maryland",255441,Harford,Maryland,24025
"Howard County, Maryland",325690,Howard,Maryland,24027
"Kent County, Maryland",19422,Kent,Maryland,24029
"Montgomery County, Maryland",1050688,Montgomery,Maryland,24031
"Prince George's County, Maryland",909327,Prince George's,Maryland,24033
"Queen Anne's County, Maryland",50381,Queen Anne's,Maryland,24035
"St. Mary's County, Maryland",113510,St Mary's,Maryland,24037
"Somerset County, Maryland",25616,Somerset,Maryland,24039
"Talbot County, Maryland",37181,Talbot,Maryland,24041
"Washington County, Maryland",151049,Washington,Maryland,24043
"Wicomico County, Maryland",103609,Wicomico,Maryland,24045
"Worcester County, Maryland",52276,Worcester,Maryland,24047
"Baltimore city, Maryland",593490,Baltimore city,Maryland,24510
"Barnstable County, Massachusetts",212990,Barnstable,Massachusetts,25001
"Berkshire County, Massachusetts",124944,Berkshire,Massachusetts,25003
"Bristol County, Massachusetts",565217,Bristol,Massachusetts,25005
"Dukes County, Massachusetts",17332,Dukes,Massachusetts,25007
"Essex County, Massachusetts",789034,Essex,Massachusetts,25009
"Franklin County, Massachusetts",70180,Franklin,Massachusetts,25011
"Hampden County, Massachusetts",466372,Hampden,Massachusetts,25013
"Hampshire County, Massachusetts",160830,Hampshire,Massachusetts,25015
"Middlesex County, Massachusetts",1611699,Middlesex,Massachusetts,25017
"Nantucket County, Massachusetts",11399,Nantucket,Massachusetts,25019
"Norfolk County, Massachusetts",706775,Norfolk,Massachusetts,25021
"Plymouth County, Massachusetts",521202,Plymouth,Massachusetts,25023
"Suffolk County, Massachusetts",803907,Suffolk,Massachusetts,25025
"Worcester County, Massachusetts",830622,Worcester,Massachusetts,25027
"Alcona County, Michigan",10405,Alcona,Michigan,26001
"Alger County, Michigan",9108,Alger,Michigan,26003
"Allegan County, Michigan",118081,Allegan,Michigan,26005
"Alpena County, Michigan",28405,Alpena,Michigan,26007
"Antrim County, Michigan",23324,Antrim,Michigan,26009
"Arenac County, Michigan",14883,Arenac,Michigan,26011
"Baraga County, Michigan",8209,Baraga,Michigan,26013
"Barry County, Michigan",61550,Barry,Michigan,26015
"Bay County, Michigan",103126,Bay,Michigan,26017
"Benzie County, Michigan",17766,Benzie,Michigan,26019
"Berrien County, Michigan",153401,Berrien,Michigan,26021
"Branch County, Michigan",43517,Branch,Michigan,26023
"Calhoun County, Michigan",134159,Calhoun,Michigan,26025
"Cass County, Michigan",51787,Cass,Michigan,26027
"Charlevoix County, Michigan",26143,Charlevoix,Michigan,26029
"Cheboygan County, Michigan",25276,Cheboygan,Michigan,26031
"Chippewa County, Michigan",37349,Chippewa,Michigan,26033
"Clare County, Michigan",30950,Clare,Michigan,26035
"Clinton County, Michigan",79595,Clinton,Michigan,26037
"Crawford County, Michigan",14029,Crawford,Michigan,26039
"Delta County, Michigan",35784,Delta,Michigan,26041
"Dickinson County, Michigan",25239,Dickinson,Michigan,26043
"Eaton County, Michigan",110268,Eaton,Michigan,26045
"Emmet County, Michigan",33415,Emmet,Michigan,26047
"Genesee County, Michigan",405813,Genesee,Michigan,26049
"Gladwin County, Michigan",25449,Gladwin,Michigan,26051
"Gogebic County, Michigan",13975,Gogebic,Michigan,26053
"Grand Traverse County, Michigan",93088,Grand Traverse,Michigan,26055
"Gratiot County, Michigan",40711,Gratiot,Michigan,26057
"Hillsdale County, Michigan",45605,Hillsdale,Michigan,26059
"Houghton County, Michigan",35684,Houghton,Michigan,26061
"Huron County, Michigan",30981,Huron,Michigan,26063
"Ingham County, Michigan",292406,Ingham,Michigan,26065
"Ionia County, Michigan",64697,Ionia,Michigan,26067
"Iosco County, Michigan",25127,Iosco,Michigan,26069
"Iron County, Michigan",11066,Iron,Michigan,26071
"Isabella County, Michigan",69872,Isabella,Michigan,26073
"Jackson County, Michigan",158510,Jackson,Michigan,26075
"Kalamazoo County, Michigan",265066,Kalamazoo,Michigan,26077
"Kalkaska County, Michigan",18038,Kalkaska,Michigan,26079
"Kent County, Michigan",656955,Kent,Michigan,26081
"Keweenaw County, Michigan",2116,Keweenaw,Michigan,26083
"Lake County, Michigan",11853,Lake,Michigan,26085
"Lapeer County, Michigan",87607,Lapeer,Michigan,26087
"Leelanau County, Michigan",21761,Leelanau,Michigan,26089
"Lenawee County, Michigan",98451,Lenawee,Michigan,26091
"Livingston County, Michigan",191995,Livingston,Michigan,26093
"Luce County, Michigan",6229,Luce,Michigan,26095
"Mackinac County, Michigan",10799,Mackinac,Michigan,26097
"Macomb County, Michigan",873972,Macomb,Michigan,26099
"Manistee County, Michigan",24558,Manistee,Michigan,26101
"Marquette County, Michigan",66699,Marquette,Michigan,26103
"Mason County, Michigan",29144,Mason,Michigan,26105
"Mecosta County, Michigan",43453,Mecosta,Michigan,26107
"Menominee County, Michigan",22780,Menominee,Michigan,26109
"Midland County, Michigan",83156,Midland,Michigan,26111
"Missaukee County, Michigan",15118,Missaukee,Michigan,26113
"Monroe County, Michigan",150500,Monroe,Michigan,26115
"Montcalm County, Michigan",63888,Montcalm,Michigan,26117
"Montmorency County, Michigan",9328,Montmorency,Michigan,26119
"Muskegon County, Michigan",173566,Muskegon,Michigan,26121
"Newaygo County, Michigan",48980,Newaygo,Michigan,26123
"Oakland County, Michigan",1257584,Oakland,Michigan,26125
"Oceana County, Michigan",26467,Oceana,Michigan,26127
"Ogemaw County, Michigan",20997,Ogemaw,Michigan,26129
"Ontonagon County, Michigan",5720,Ontonagon,Michigan,26131
"Osceola County, Michigan",23460,Osceola,Michigan,26133
"Oscoda County, Michigan",8241,Oscoda,Michigan,26135
"Otsego County, Michigan",24668,Otsego,Michigan,26137
"Ottawa County, Michigan",291830,Ottawa,Michigan,26139
"Presque Isle County, Michigan",12592,Presque Isle,Michigan,26141
"Roscommon County, Michigan",24019,Roscommon,Michigan,26143
"Saginaw County, Michigan",190539,Saginaw,Michigan,26145
"St. Clair County, Michigan",159128,St Clair,Michigan,26147
"St. Joseph County, Michigan",60964,St Joseph,Michigan,26149
"Sanilac County, Michigan",41170,Sanilac,Michigan,26151
"Schoolcraft County, Michigan",8094,Schoolcraft,Michigan,26153
"Shiawassee County, Michigan",68122,Shiawassee,Michigan,26155
"Tuscola County, Michigan",52245,Tuscola,Michigan,26157
"Van Buren County, Michigan",75677,Van Buren,Michigan,26159
"Washtenaw County, Michigan",367601,Washtenaw,Michigan,26161
"Wayne County, Michigan",1749343,Wayne,Michigan,26163
"Wexford County, Michigan",33631,Wexford,Michigan,26165
"Aitkin County, Minnesota",15886,Aitkin,Minnesota,27001
"Anoka County, Minnesota",356921,Anoka,Minnesota,27003
"Becker County, Minnesota",34423,Becker,Minnesota,27005
"Beltrami County, Minnesota",47188,Beltrami,Minnesota,27007
"Benton County, Minnesota",40889,Benton,Minnesota,27009
"Big Stone County, Minnesota",4991,Big Stone,Minnesota,27011
"Blue Earth County, Minnesota",67653,Blue Earth,Minnesota,27013
"Brown County, Minnesota",25008,Brown,Minnesota,27015
"Carlton County, Minnesota",35871,Carlton,Minnesota,27017
"Carver County, Minnesota",105089,Carver,Minnesota,27019
"Cass County, Minnesota",29779,Cass,Minnesota,27021
"Chippewa County, Minnesota",11800,Chippewa,Minnesota,27023
"Chisago County, Minnesota",56579,Chisago,Minnesota,27025
"Clay County, Minnesota",64222,Clay,Minnesota,27027
"Clearwater County, Minnesota",8818,Clearwater,Minnesota,27029
"Cook County, Minnesota",5463,Cook,Minnesota,27031
"Cottonwood County, Minnesota",11196,Cottonwood,Minnesota,27033
"Crow Wing County, Minnesota",65055,Crow Wing,Minnesota,27035
"Dakota County, Minnesota",429021,Dakota,Minnesota,27037
"Dodge County, Minnesota",20934,Dodge,Minnesota,27039
"Douglas County, Minnesota",38141,Douglas,Minnesota,27041
"Faribault County, Minnesota",13653,Faribault,Minnesota,27043
"Fillmore County, Minnesota",21067,Fillmore,Minnesota,27045
"Freeborn County, Minnesota",30281,Freeborn,Minnesota,27047
"Goodhue County, Minnesota",46340,Goodhue,Minnesota,27049
"Grant County, Minnesota",5972,Grant,Minnesota,27051
"Hennepin County, Minnesota",1265843,Hennepin,Minnesota,27053
"Houston County, Minnesota",18600,Houston,Minnesota,27055
"Hubbard County, Minnesota",21491,Hubbard,Minnesota,27057
"Isanti County, Minnesota",40596,Isanti,Minnesota,27059
"Itasca County, Minnesota",45130,Itasca,Minnesota,27061
"Jackson County, Minnesota",9846,Jackson,Minnesota,27063
"Kanabec County, Minnesota",16337,Kanabec,Minnesota,27065
"Kandiyohi County, Minnesota",43199,Kandiyohi,Minnesota,27067
"Kittson County, Minnesota",4298,Kittson,Minnesota,27069
"Koochiching County, Minnesota",12229,Koochiching,Minnesota,27071
"Lac qui Parle County, Minnesota",6623,Lac qui Parle,Minnesota,27073
"Lake County, Minnesota",10641,Lake,Minnesota,27075
"Lake of the Woods County, Minnesota",3740,Lake of the Woods,Minnesota,27077
"Le Sueur County, Minnesota",28887,Le Sueur,Minnesota,27079
"Lincoln County, Minnesota",5639,Lincoln,Minnesota,27081
"Lyon County, Minnesota",25474,Lyon,Minnesota,27083
"McLeod County, Minnesota",35893,McLeod,Minnesota,27085
"Mahnomen County, Minnesota",5527,Mahnomen,Minnesota,27087
"Marshall County, Minnesota",9336,Marshall,Minnesota,27089
"Martin County, Minnesota",19683,Martin,Minnesota,27091
"Meeker County, Minnesota",23222,Meeker,Minnesota,27093
"Mille Lacs County, Minnesota",26277,Mille Lacs,Minnesota,27095
"Morrison County, Minnesota",33386,Morrison,Minnesota,27097
"Mower County, Minnesota",40062,Mower,Minnesota,27099
"Murray County, Minnesota",8194,Murray,Minnesota,27101
"Nicollet County, Minnesota",34274,Nicollet,Minnesota,27103
"Nobles County, Minnesota",21629,Nobles,Minnesota,27105
"Norman County, Minnesota",6375,Norman,Minnesota,27107
"Olmsted County, Minnesota",158293,Olmsted,Minnesota,27109
"Otter Tail County, Minnesota",58746,Otter Tail,Minnesota,27111
"Pennington County, Minnesota",14119,Pennington,Minnesota,27113
"Pine County, Minnesota",29579,Pine,Minnesota,27115
"Pipestone County, Minnesota",9126,Pipestone,Minnesota,27117
"Polk County, Minnesota",31364,Polk,Minnesota,27119
"Pope County, Minnesota",11249,Pope,Minnesota,27121
"Ramsey County, Minnesota",550321,Ramsey,Minnesota,27123
"Red Lake County, Minnesota",4055,Red Lake,Minnesota,27125
"Redwood County, Minnesota",15170,Redwood,Minnesota,27127
"Renville County, Minnesota",14548,Renville,Minnesota,27129
"Rice County, Minnesota",66972,Rice,Minnesota,27131
"Rock County, Minnesota",9315,Rock,Minnesota,27133
"Roseau County, Minnesota",15165,Roseau,Minnesota,27135
"St. Louis County, Minnesota",199070,St Louis,Minnesota,27137
"Scott County, Minnesota",149013,Scott,Minnesota,27139
"Sherburne County, Minnesota",97238,Sherburne,Minnesota,27141
"Sibley County, Minnesota",14865,Sibley,Minnesota,27143
"Stearns County, Minnesota",161075,Stearns,Minnesota,27145
"Steele County, Minnesota",36649,Steele,Minnesota,27147
"Stevens County, Minnesota",9805,Stevens,Minnesota,27149
"Swift County, Minnesota",9266,Swift,Minnesota,27151
"Todd County, Minnesota",24664,Todd,Minnesota,27153
"Traverse County, Minnesota",3259,Traverse,Minnesota,27155
"Wabasha County, Minnesota",21627,Wabasha,Minnesota,27157
"Wadena County, Minnesota",13682,Wadena,Minnesota,27159
"Waseca County, Minnesota",18612,Waseca,Minnesota,27161
"Washington County, Minnesota",262440,Washington,Minnesota,27163
"Watonwan County, Minnesota",10897,Watonwan,Minnesota,27165
"Wilkin County, Minnesota",6207,Wilkin,Minnesota,27167
"Winona County, Minnesota",50484,Winona,Minnesota,27169
"Wright County, Minnesota",138377,Wright,Minnesota,27171
"Yellow Medicine County, Minnesota",9709,Yellow Medicine,Minnesota,27173
"Adams County, Mississippi",30693,Adams,Mississippi,28001
"Alcorn County, Mississippi",36953,Alcorn,Mississippi,28003
"Amite County, Mississippi",12297,Amite,Mississippi,28005
"Attala County, Mississippi",18174,Attala,Mississippi,28007
"Benton County, Mississippi",8259,Benton,Mississippi,28009
"Bolivar County, Mississippi",30628,Bolivar,Mississippi,28011
"Calhoun County, Mississippi",14361,Calhoun,Mississippi,28013
"Carroll County, Mississippi",9947,Carroll,Mississippi,28015
"Chickasaw County, Mississippi",17103,Chickasaw,Mississippi,28017
"Choctaw County, Mississippi",8210,Choctaw,Mississippi,28019
"Claiborne County, Mississippi",8988,Claiborne,Mississippi,28021
"Clarke County, Mississippi",15541,Clarke,Mississippi,28023
"Clay County, Mississippi",19316,Clay,Mississippi,28025
"Coahoma County, Mississippi",22124,Coahoma,Mississippi,28027
"Copiah County, Mississippi",28065,Copiah,Mississippi,28029
"Covington County, Mississippi",18636,Covington,Mississippi,28031
"DeSoto County, Mississippi",184945,DeSoto,Mississippi,28033
"Forrest County, Mississippi",74897,Forrest,Mississippi,28035
"Franklin County, Mississippi",7713,Franklin,Mississippi,28037
"George County, Mississippi",24500,George,Mississippi,28039
"Greene County, Mississippi",13586,Greene,Mississippi,28041
"Grenada County, Mississippi",20758,Grenada,Mississippi,28043
"Hancock County, Mississippi",47632,Hancock,Mississippi,28045
"Harrison County, Mississippi",208080,Harrison,Mississippi,28047
"Hinds County, Mississippi",231840,Hinds,Mississippi,28049
"Holmes County, Mississippi",17010,Holmes,Mississippi,28051
"Humphreys County, Mississippi",8064,Humphreys,Mississippi,28053
"Issaquena County, Mississippi",1327,Issaquena,Mississippi,28055
"Itawamba County, Mississippi",23390,Itawamba,Mississippi,28057
"Jackson County, Mississippi",143617,Jackson,Mississippi,28059
"Jasper County, Mississippi",16383,Jasper,Mississippi,28061
"Jefferson County, Mississippi",6990,Jefferson,Mississippi,28063
"Jefferson Davis County, Mississippi",11128,Jefferson Davis,Mississippi,28065
"Jones County, Mississippi",68098,Jones,Mississippi,28067
"Kemper County, Mississippi",9742,Kemper,Mississippi,28069
"Lafayette County, Mississippi",54019,Lafayette,Mississippi,28071
"Lamar County, Mississippi",63343,Lamar,Mississippi,28073
"Lauderdale County, Mississippi",74125,Lauderdale,Mississippi,28075
"Lawrence County, Mississippi",12586,Lawrence,Mississippi,28077
"Leake County, Mississippi",22786,Leake,Mississippi,28079
"Lee County, Mississippi",85436,Lee,Mississippi,28081
"Leflore County, Mississippi",28183,Leflore,Mississippi,28083
"Lincoln County, Mississippi",34153,Lincoln,Mississippi,28085
"Lowndes County, Mississippi",58595,Lowndes,Mississippi,28087
"Madison County, Mississippi",106272,Madison,Mississippi,28089
"Marion County, Mississippi",24573,Marion,Mississippi,28091
"Marshall County, Mississippi",35294,Marshall,Mississippi,28093
"Monroe County, Mississippi",35252,Monroe,Mississippi,28095
"Montgomery County, Mississippi",9775,Montgomery,Mississippi,28097
"Neshoba County, Mississippi",29118,Neshoba,Mississippi,28099
"Newton County, Mississippi",21018,Newton,Mississippi,28101
"Noxubee County, Mississippi",10417,Noxubee,Mississippi,28103
"Oktibbeha County, Mississippi",49587,Oktibbeha,Mississippi,28105
"Panola County, Mississippi",34192,Panola,Mississippi,28107
"Pearl River County, Mississippi",55535,Pearl River,Mississippi,28109
"Perry County, Mississippi",11973,Perry,Mississippi,28111
"Pike County, Mississippi",39288,Pike,Mississippi,28113
"Pontotoc County, Mississippi",32174,Pontotoc,Mississippi,28115
