County_state,POP_2019,county,state,fips
"Lubbock County, Texas",310569,Lubbock,Texas,48303
"Lynn County, Texas",5951,Lynn,Texas,48305
"McCulloch County, Texas",7984,McCulloch,Texas,48307
"McLennan County, Texas",256623,McLennan,Texas,48309
"McMullen County, Texas",743,McMullen,Texas,48311
"Madison County, Texas",14284,Madison,Texas,48313
"Marion County, Texas",9854,Marion,Texas,48315
"Martin County, Texas",5771,Martin,Texas,48317
"Mason County, Texas",4274,Mason,Texas,48319
"Matagorda County, Texas",36643,Matagorda,Texas,48321
"Maverick County, Texas",58722,Maverick,Texas,48323
"Medina County, Texas",51584,Medina,Texas,48325
"Menard County, Texas",2138,Menard,Texas,48327
"Midland County, Texas",176832,Midland,Texas,48329
"Milam County, Texas",24823,Milam,Texas,48331
"Mills County, Texas",4873,Mills,Texas,48333
"Mitchell County, Texas",8545,Mitchell,Texas,48335
"Montague County, Texas",19818,Montague,Texas,48337
"Montgomery County, Texas",607391,Montgomery,Texas,48339
"Moore County, Texas",20940,Moore,Texas,48341
"Morris County, Texas",12388,Morris,Texas,48343
"Motley County, Texas",1200,Motley,Texas,48345
"Nacogdoches County, Texas",65204,Nacogdoches,Texas,48347
"Navarro County, Texas",50113,Navarro,Texas,48349
"Newton County, Texas",13595,Newton,Texas,48351
"Nolan County, Texas",14714,Nolan,Texas,48353
"Nueces County, Texas",362294,Nueces,Texas,48355
"Ochiltree County, Texas",9836,Ochiltree,Texas,48357
"Oldham County, Texas",2112,Oldham,Texas,48359
"Orange County, Texas",83396,Orange,Texas,48361
"Palo Pinto County, Texas",29189,Palo Pinto,Texas,48363
"Panola County, Texas",23194,Panola,Texas,48365
"Parker County, Texas",142878,Parker,Texas,48367
"Parmer County, Texas",9605,Parmer,Texas,48369
"Pecos County, Texas",15823,Pecos,Texas,48371
"Polk County, Texas",51353,Polk,Texas,48373
"Potter County, Texas",117415,Potter,Texas,48375
"Presidio County, Texas",6704,Presidio,Texas,48377
"Rains County, Texas",12514,Rains,Texas,48379
"Randall County, Texas",137713,Randall,Texas,48381
"Reagan County, Texas",3849,Reagan,Texas,48383
"Real County, Texas",3452,Real,Texas,48385
"Red River County, Texas",12023,Red River,Texas,48387
"Reeves County, Texas",15976,Reeves,Texas,48389
"Refugio County, Texas",6948,Refugio,Texas,48391
"Roberts County, Texas",854,Roberts,Texas,48393
"Robertson County, Texas",17074,Robertson,Texas,48395
"Rockwall County, Texas",104915,Rockwall,Texas,48397
"Runnels County, Texas",10264,Runnels,Texas,48399
"Rusk County, Texas",54406,Rusk,Texas,48401
"Sabine County, Texas",10542,Sabine,Texas,48403
"San Augustine County, Texas",8237,San Augustine,Texas,48405
"San Jacinto County, Texas",28859,San Jacinto,Texas,48407
"San Patricio County, Texas",66730,San Patricio,Texas,48409
"San Saba County, Texas",6055,San Saba,Texas,48411
"Schleicher County, Texas",2793,Schleicher,Texas,48413
"Scurry County, Texas",16703,Scurry,Texas,48415
"Shackelford County, Texas",3265,Shackelford,Texas,48417
"Shelby County, Texas",25274,Shelby,Texas,48419
"Sherman County, Texas",3022,Sherman,Texas,48421
"Smith County, Texas",232751,Smith,Texas,48423
"Somervell County, Texas",9128,Somervell,Texas,48425
"Starr County, Texas",64633,Starr,Texas,48427
"Stephens County, Texas",9366,Stephens,Texas,48429
"Sterling County, Texas",1291,Sterling,Texas,48431
"Stonewall County, Texas",1350,Stonewall,Texas,48433
"Sutton County, Texas",3776,Sutton,Texas,48435
"Swisher County, Texas",7397,Swisher,Texas,48437
"Tarrant County, Texas",2102515,Tarrant,Texas,48439
"Taylor County, Texas",138034,Taylor,Texas,48441
"Terrell County, Texas",776,Terrell,Texas,48443
"Terry County, Texas",12337,Terry,Texas,48445
"Throckmorton County, Texas",1501,Throckmorton,Texas,48447
"Titus County, Texas",32750,Titus,Texas,48449
"Tom Green County, Texas",119200,Tom Green,Texas,48451
"Travis County, Texas",1273954,Travis,Texas,48453
"Trinity County, Texas",14651,Trinity,Texas,48455
"Tyler County, Texas",21672,Tyler,Texas,48457
"Upshur County, Texas",41753,Upshur,Texas,48459
"Upton County, Texas",3657,Upton,Texas,48461
"Uvalde County, Texas",26741,Uvalde,Texas,48463
"Val Verde County, Texas",49025,Val Verde,Texas,48465
"Van Zandt County, Texas",56590,Van Zandt,Texas,48467
"Victoria County, Texas",92084,Victoria,Texas,48469
"Walker County, Texas",72971,Walker,Texas,48471
"Waller County, Texas",55246,Waller,Texas,48473
"Ward County, Texas",11998,Ward,Texas,48475
"Washington County, Texas",35882,Washington,Texas,48477
"Webb County, Texas",276652,Webb,Texas,48479
"Wharton County, Texas",41556,Wharton,Texas,48481
"Wheeler County, Texas",5056,Wheeler,Texas,48483
"Wichita County, Texas",132230,Wichita,Texas,48485
"Wilbarger County, Texas",12769,Wilbarger,Texas,48487
"Willacy County, Texas",21358,Willacy,Texas,48489
"Williamson County, Texas",590551,Williamson,Texas,48491
"Wilson County, Texas",51070,Wilson,Texas,48493
"Winkler County, Texas",8010,Winkler,Texas,48495
"Wise County, Texas",69984,Wise,Texas,48497
"Wood County, Texas",45539,Wood,Texas,48499
"Yoakum County, Texas",8713,Yoakum,Texas,48501
"Young County, Texas",18010,Young,Texas,48503
"Zapata County, Texas",14179,Zapata,Texas,48505
"Zavala County, Texas",11840,Zavala,Texas,48507
"Beaver County, Utah",6710,Beaver,Utah,49001
"Box Elder County, Utah",56046,Box Elder,Utah,49003
"Cache County, Utah",128289,Cache,Utah,49005
"Carbon County, Utah",20463,Carbon,Utah,49007
"Daggett County, Utah",950,Daggett,Utah,49009
"Davis County, Utah",355481,Davis,Utah,49011
"Duchesne County, Utah",19938,Duchesne,Utah,49013
"Emery County, Utah",10012,Emery,Utah,49015
"Garfield County, Utah",5051,Garfield,Utah,49017
"Grand County, Utah",9754,Grand,Utah,49019
"Iron County, Utah",54839,Iron,Utah,49021
"Juab County, Utah",12017,Juab,Utah,49023
"Kane County, Utah",7886,Kane,Utah,49025
"Millard County, Utah",13188,Millard,Utah,49027
"Morgan County, Utah",12124,Morgan,Utah,49029
"Piute County, Utah",1479,Piute,Utah,49031
"Rich County, Utah",2483,Rich,Utah,49033
"Salt Lake County, Utah",1160437,Salt Lake,Utah,49035
"San Juan County, Utah",15308,San Juan,Utah,49037
"Sanpete County, Utah",30939,Sanpete,Utah,49039
"Sevier County, Utah",21620,Sevier,Utah,49041
"Summit County, Utah",42145,Summit,Utah,49043
"Tooele County, Utah",72259,Tooele,Utah,49045
"Uintah County, Utah",35734,Uintah,Utah,49047
"Utah County, Utah",636235,Utah,Utah,49049
"Wasatch County, Utah",34091,Wasatch,Utah,49051
"Washington County, Utah",177556,Washington,Utah,49053
"Wayne County, Utah",2711,Wayne,Utah,49055
"Weber County, Utah",260213,Weber,Utah,49057
"Addison County, Vermont",36777,Addison,Vermont,50001
"Bennington County, Vermont",35470,Bennington,Vermont,50003
"Caledonia County, Vermont",29993,Caledonia,Vermont,50005
"Chittenden County, Vermont",163774,Chittenden,Vermont,50007
"Essex County, Vermont",6163,Essex,Vermont,50009
"Franklin County, Vermont",49402,Franklin,Vermont,50011
"Grand Isle County, Vermont",7235,Grand Isle,Vermont,50013
"Lamoille County, Vermont",25362,Lamoille,Vermont,50015
"Orange County, Vermont",28892,Orange,Vermont,50017
"Orleans County, Vermont",27037,Orleans,Vermont,50019
"Rutland County, Vermont",58191,Rutland,Vermont,50021
"Washington County, Vermont",58409,Washington,Vermont,50023
"Windham County, Vermont",42222,Windham,Vermont,50025
"Windsor County, Vermont",55062,Windsor,Vermont,50027
"Accomack County, Virginia",32316,Accomack,Virginia,51001
"Albemarle County, Virginia",109330,Albemarle,Virginia,51003
"Alleghany County, Virginia",14860,Alleghany,Virginia,51005
"Amelia County, Virginia",13145,Amelia,Virginia,51007
"Amherst County, Virginia",31605,Amherst,Virginia,51009
"Appomattox County, Virginia",15911,Appomattox,Virginia,51011
"Arlington County, Virginia",236842,Arlington,Virginia,51013
"Augusta County, Virginia",75558,Augusta,Virginia,51015
"Bath County, Virginia",4147,Bath,Virginia,51017
"Bedford County, Virginia",78997,Bedford,Virginia,51019
"Bland County, Virginia",6280,Bland,Virginia,51021
"Botetourt County, Virginia",33419,Botetourt,Virginia,51023
"Brunswick County, Virginia",16231,Brunswick,Virginia,51025
"Buchanan County, Virginia",21004,Buchanan,Virginia,51027
"Buckingham County, Virginia",17148,Buckingham,Virginia,51029
"Campbell County, Virginia",54885,Campbell,Virginia,51031
"Caroline County, Virginia",30725,Caroline,Virginia,51033
"Carroll County, Virginia",29791,Carroll,Virginia,51035
"Charles City County, Virginia",6963,Charles City,Virginia,51036
"Charlotte County, Virginia",11880,Charlotte,Virginia,51037
"Chesterfield County, Virginia",352802,Chesterfield,Virginia,51041
"Clarke County, Virginia",14619,Clarke,Virginia,51043
"Craig County, Virginia",5131,Craig,Virginia,51045
"Culpeper County, Virginia",52605,Culpeper,Virginia,51047
"Cumberland County, Virginia",9932,Cumberland,Virginia,51049
"Dickenson County, Virginia",14318,Dickenson,Virginia,51051
"Dinwiddie County, Virginia",28544,Dinwiddie,Virginia,51053
"Essex County, Virginia",10953,Essex,Virginia,51057
"Fairfax County, Virginia",1147532,Fairfax,Virginia,51059
"Fauquier County, Virginia",71222,Fauquier,Virginia,51061
"Floyd County, Virginia",15749,Floyd,Virginia,51063
"Fluvanna County, Virginia",27270,Fluvanna,Virginia,51065
"Franklin County, Virginia",56042,Franklin,Virginia,51067
"Frederick County, Virginia",89313,Frederick,Virginia,51069
"Giles County, Virginia",16720,Giles,Virginia,51071
"Gloucester County, Virginia",37348,Gloucester,Virginia,51073
"Goochland County, Virginia",23753,Goochland,Virginia,51075
"Grayson County, Virginia",15550,Grayson,Virginia,51077
"Greene County, Virginia",19819,Greene,Virginia,51079
"Greensville County, Virginia",11336,Greensville,Virginia,51081
"Halifax County, Virginia",33911,Halifax,Virginia,51083
"Hanover County, Virginia",107766,Hanover,Virginia,51085
"Henrico County, Virginia",330818,Henrico,Virginia,51087
"Henry County, Virginia",50557,Henry,Virginia,51089
"Highland County, Virginia",2190,Highland,Virginia,51091
"Isle of Wight County, Virginia",37109,Isle of Wight,Virginia,51093
"James City County, Virginia",76523,James City,Virginia,51095
"King and Queen County, Virginia",7025,King and Queen,Virginia,51097
"King George County, Virginia",26836,King George,Virginia,51099
"King William County, Virginia",17148,King William,Virginia,51101
"Lancaster County, Virginia",10603,Lancaster,Virginia,51103
"Lee County, Virginia",23423,Lee,Virginia,51105
"Loudoun County, Virginia",413538,Loudoun,Virginia,51107
"Louisa County, Virginia",37591,Louisa,Virginia,51109
"Lunenburg County, Virginia",12196,Lunenburg,Virginia,51111
"Madison County, Virginia",13261,Madison,Virginia,51113
"Mathews County, Virginia",8834,Mathews,Virginia,51115
"Mecklenburg County, Virginia",30587,Mecklenburg,Virginia,51117
"Middlesex County, Virginia",10582,Middlesex,Virginia,51119
"Montgomery County, Virginia",98535,Montgomery,Virginia,51121
"Nelson County, Virginia",14930,Nelson,Virginia,51125
"New Kent County, Virginia",23091,New Kent,Virginia,51127
"Northampton County, Virginia",11710,Northampton,Virginia,51131
"Northumberland County, Virginia",12095,Northumberland,Virginia,51133
"Nottoway County, Virginia",15232,Nottoway,Virginia,51135
"Orange County, Virginia",37051,Orange,Virginia,51137
"Page County, Virginia",23902,Page,Virginia,51139
"Patrick County, Virginia",17608,Patrick,Virginia,51141
"Pittsylvania County, Virginia",60354,Pittsylvania,Virginia,51143
"Powhatan County, Virginia",29652,Powhatan,Virginia,51145
"Prince Edward County, Virginia",22802,Prince Edward,Virginia,51147
"Prince George County, Virginia",38353,Prince George,Virginia,51149
"Prince William County, Virginia",470335,Prince William,Virginia,51153
"Pulaski County, Virginia",34027,Pulaski,Virginia,51155
"Rappahannock County, Virginia",7370,Rappahannock,Virginia,51157
"Richmond County, Virginia",9023,Richmond,Virginia,51159
"Roanoke County, Virginia",94186,Roanoke,Virginia,51161
"Rockbridge County, Virginia",22573,Rockbridge,Virginia,51163
"Rockingham County, Virginia",81948,Rockingham,Virginia,51165
"Russell County, Virginia",26586,Russell,Virginia,51167
"Scott County, Virginia",21566,Scott,Virginia,51169
"Shenandoah County, Virginia",43616,Shenandoah,Virginia,51171
"Smyth County, Virginia",30104,Smyth,Virginia,51173
"Southampton County, Virginia",17631,Southampton,Virginia,51175
"Spotsylvania County, Virginia",136215,Spotsylvania,Virginia,51177
"Stafford County, Virginia",152882,Stafford,Virginia,51179
"Surry County, Virginia",6422,Surry,Virginia,51181
"Sussex County, Virginia",11159,Sussex,Virginia,51183
"Tazewell County, Virginia",40595,Tazewell,Virginia,51185
"Warren County, Virginia",40164,Warren,Virginia,51187
"Washington County, Virginia",53740,Washington,Virginia,51191
"Westmoreland County, Virginia",18015,Westmoreland,Virginia,51193
"Wise County, Virginia",37383,Wise,Virginia,51195
"Wythe County, Virginia",28684,Wythe,Virginia,51197
"York County, Virginia",68280,York,Virginia,51199
"Alexandria city, Virginia",159428,Alexandria city,Virginia,51510
"Bristol city, Virginia",16762,Bristol city,Virginia,51520
"Buena Vista city, Virginia",6478,Buena Vista city,Virginia,51530
"Charlottesville city, Virginia",47266,Charlottesville city,Virginia,51540
"Chesapeake city, Virginia",244835,Chesapeake city,Virginia,51550
"Colonial Heights city, Virginia",17370,Colonial Heights city,Virginia,51570
"Covington city, Virginia",5538,Covington city,Virginia,51580
"Danville city, Virginia",40044,Danville city,Virginia,51590
"Emporia city, Virginia",5346,Emporia city,Virginia,51595
"Fairfax city, Virginia",24019,Fairfax city,Virginia,51600
"Falls Church city, Virginia",14617,Falls Church city,Virginia,51610
"Franklin city, Virginia",7967,Franklin city,Virginia,51620
"Fredericksburg city, Virginia",29036,Fredericksburg city,Virginia,51630
"Galax city, Virginia",6347,Galax city,Virginia,51640
"Hampton city, Virginia",134510,Hampton city,Virginia,51650
"Harrisonburg city, Virginia",53016,Harrisonburg city,Virginia,51660
"Hopewell city, Virginia",22529,Hopewell city,Virginia,51670
"Lexington city, Virginia",7446,Lexington city,Virginia,51678
"Lynchburg city, Virginia",82168,Lynchburg city,Virginia,51680
"Manassas city, Virginia",41085,Manassas city,Virginia,51683
"Manassas Park city, Virginia",17478,Manassas Park city,Virginia,51685
"Martinsville city, Virginia",12554,Martinsville city,Virginia,51690
"Newport News city, Virginia",179225,Newport News city,Virginia,51700
"Norfolk city, Virginia",242742,Norfolk city,Virginia,51710
"Norton city, Virginia",3981,Norton city,Virginia,51720
"Petersburg city, Virginia",31346,Petersburg city,Virginia,51730
"Poquoson city, Virginia",12271,Poquoson city,Virginia,51735
"Portsmouth city, Virginia",94398,Portsmouth city,Virginia,51740
"Radford city, Virginia",18249,Radford city,Virginia,51750
"Richmond city, Virginia",230436,Richmond city,Virginia,51760
"Roanoke city, Virginia",99143,Roanoke city,Virginia,51770
"Salem city, Virginia",25301,Salem city,Virginia,51775
"Staunton city, Virginia",24932,Staunton city,Virginia,51790
"Suffolk city, Virginia",92108,Suffolk city,Virginia,51800
"Virginia Beach city, Virginia",449974,Virginia Beach city,Virginia,51810
"Waynesboro city, Virginia",22630,Waynesboro city,Virginia,51820
"Williamsburg city, Virginia",14954,Williamsburg city,Virginia,51830
"Winchester city, Virginia",28078,Winchester city,Virginia,51840
"Adams County, Washington",19983,Adams,Washington,53001
"Asotin County, Washington",22582,Asotin,Washington,53003
"Benton County, Washington",204390,Benton,Washington,53005
"Chelan County, Washington",77200,Chelan,Washington,53007
"Clallam County, Washington",77331,Clallam,Washington,53009
"Clark County, Washington",488241,Clark,Washington,53011
"Columbia County, Washington",3985,Columbia,Washington,53013
"Cowlitz County, Washington",110593,Cowlitz,Washington,53015
"Douglas County, Washington",43429,Douglas,Washington,53017
"Ferry County, Washington",7627,Ferry,Washington,53019
"Franklin County, Washington",95222,Franklin,Washington,53021
"Garfield County, Washington",2225,Garfield,Washington,53023
"Grant County, Washington",97733,Grant,Washington,53025
"Grays Harbor County, Washington",75061,Grays Harbor,Washington,53027
"Island County, Washington",85141,Island,Washington,53029
"Jefferson County, Washington",32221,Jefferson,Washington,53031
"King County, Washington",2252782,King,Washington,53033
"Kitsap County, Washington",271473,Kitsap,Washington,53035
"Kittitas County, Washington",47935,Kittitas,Washington,53037
"Klickitat County, Washington",22425,Klickitat,Washington,53039
"Lewis County, Washington",80707,Lewis,Washington,53041
"Lincoln County, Washington",10939,Lincoln,Washington,53043
"Mason County, Washington",66768,Mason,Washington,53045
"Okanogan County, Washington",42243,Okanogan,Washington,53047
"Pacific County, Washington",22471,Pacific,Washington,53049
"Pend Oreille County, Washington",13724,Pend Oreille,Washington,53051
"Pierce County, Washington",904980,Pierce,Washington,53053
"San Juan County, Washington",17582,San Juan,Washington,53055
"Skagit County, Washington",129205,Skagit,Washington,53057
"Skamania County, Washington",12083,Skamania,Washington,53059
"Snohomish County, Washington",822083,Snohomish,Washington,53061
"Spokane County, Washington",522798,Spokane,Washington,53063
"Stevens County, Washington",45723,Stevens,Washington,53065
"Thurston County, Washington",290536,Thurston,Washington,53067
"Wahkiakum County, Washington",4488,Wahkiakum,Washington,53069
"Walla Walla County, Washington",60760,Walla Walla,Washington,53071
"Whatcom County, Washington",229247,Whatcom,Washington,53073
"Whitman County, Washington",50104,Whitman,Washington,53075
"Yakima County, Washington",250873,Yakima,Washington,53077
"Barbour County, West Virginia",16441,Barbour,West Virginia,54001
"Berkeley County, West Virginia",119171,Berkeley,West Virginia,54003
"Boone County, West Virginia",21457,Boone,West Virginia,54005
"Braxton County, West Virginia",13957,Braxton,West Virginia,54007
"Brooke County, West Virginia",21939,Brooke,West Virginia,54009
"Cabell County, West Virginia",91945,Cabell,West Virginia,54011
"Calhoun County, West Virginia",7109,Calhoun,West Virginia,54013
"Clay County, West Virginia",8508,Clay,West Virginia,54015
"Doddridge County, West Virginia",8448,Doddridge,West Virginia,54017
"Fayette County, West Virginia",42406,Fayette,West Virginia,54019
"Gilmer County, West Virginia",7823,Gilmer,West Virginia,54021
"Grant County, West Virginia",11568,Grant,West Virginia,54023
"Greenbrier County, West Virginia",34662,Greenbrier,West Virginia,54025
"Hampshire County, West Virginia",23175,Hampshire,West Virginia,54027
"Hancock County, West Virginia",28810,Hancock,West Virginia,54029
"Hardy County, West Virginia",13776,Hardy,West Virginia,54031
"Harrison County, West Virginia",67256,Harrison,West Virginia,54033
"Jackson County, West Virginia",28576,Jackson,West Virginia,54035
"Jefferson County, West Virginia",57146,Jefferson,West Virginia,54037
"Kanawha County, West Virginia",178124,Kanawha,West Virginia,54039
"Lewis County, West Virginia",15907,Lewis,West Virginia,54041
"Lincoln County, West Virginia",20409,Lincoln,West Virginia,54043
"Logan County, West Virginia",32019,Logan,West Virginia,54045
"McDowell County, West Virginia",17624,McDowell,West Virginia,54047
"Marion County, West Virginia",56072,Marion,West Virginia,54049
"Marshall County, West Virginia",30531,Marshall,West Virginia,54051
"Mason County, West Virginia",26516,Mason,West Virginia,54053
"Mercer County, West Virginia",58758,Mercer,West Virginia,54055
"Mineral County, West Virginia",26868,Mineral,West Virginia,54057
"Mingo County, West Virginia",23424,Mingo,West Virginia,54059
"Monongalia County, West Virginia",105612,Monongalia,West Virginia,54061
"Monroe County, West Virginia",13275,Monroe,West Virginia,54063
"Morgan County, West Virginia",17884,Morgan,West Virginia,54065
"Nicholas County, West Virginia",24496,Nicholas,West Virginia,54067
"Ohio County, West Virginia",41411,Ohio,West Virginia,54069
"Pendleton County, West Virginia",6969,Pendleton,West Virginia,54071
"Pleasants County, West Virginia",7460,Pleasants,West Virginia,54073
"Pocahontas County, West Virginia",8247,Pocahontas,West Virginia,54075
"Preston County, West Virginia",33432,Preston,West Virginia,54077
"Putnam County, West Virginia",56450,Putnam,West Virginia,54079
"Raleigh County, West Virginia",73361,Raleigh,West Virginia,54081
"Randolph County, West Virginia",28695,Randolph,West Virginia,54083
"Ritchie County, West Virginia",9554,Ritchie,West Virginia,54085
"Roane County, West Virginia",13688,Roane,West Virginia,54087
"Summers County, West Virginia",12573,Summers,West Virginia,54089
"Taylor County, West Virginia",16695,Taylor,West Virginia,54091
"Tucker County, West Virginia",6839,Tucker,West Virginia,54093
"Tyler County, West Virginia",8591,Tyler,West Virginia,54095
"Upshur County, West Virginia",24176,Upshur,West Virginia,54097
"Wayne County, West Virginia",39402,Wayne,West Virginia,54099
"Webster County, West Virginia",8114,Webster,West Virginia,54101
"Wetzel County, West Virginia",15065,Wetzel,West Virginia,54103
"Wirt County, West Virginia",5821,Wirt,West Virginia,54105
"Wood County, West Virginia",83518,Wood,West Virginia,54107
"Wyoming County, West Virginia",20394,Wyoming,West Virginia,54109
"Adams County, Wisconsin",20220,Adams,Wisconsin,55001
"Ashland County, Wisconsin",15562,Ashland,Wisconsin,55003
"Barron County, Wisconsin",45244,Barron,Wisconsin,55005
"Bayfield County, Wisconsin",15036,Bayfield,Wisconsin,55007
"Brown County, Wisconsin",264542,Brown,Wisconsin,55009
"Buffalo County, Wisconsin",13031,Buffalo,Wisconsin,55011
"Burnett County, Wisconsin",15414,Burnett,Wisconsin,55013
"Calumet County, Wisconsin",50089,Calumet,Wisconsin,55015
"Chippewa County, Wisconsin",64658,Chippewa,Wisconsin,55017
"Clark County, Wisconsin",34774,Clark,Wisconsin,55019
"Columbia County, Wisconsin",57532,Columbia,Wisconsin,55021
"Crawford County, Wisconsin",16131,Crawford,Wisconsin,55023
"Dane County, Wisconsin",546695,Dane,Wisconsin,55025
"Dodge County, Wisconsin",87839,Dodge,Wisconsin,55027
"Door County, Wisconsin",27668,Door,Wisconsin,55029
"Douglas County, Wisconsin",43150,Douglas,Wisconsin,55031
"Dunn County, Wisconsin",45368,Dunn,Wisconsin,55033
"Eau Claire County, Wisconsin",104646,Eau Claire,Wisconsin,55035
"Florence County, Wisconsin",4295,Florence,Wisconsin,55037
"Fond du Lac County, Wisconsin",103403,Fond du Lac,Wisconsin,55039
"Forest County, Wisconsin",9004,Forest,Wisconsin,55041
"Grant County, Wisconsin",51439,Grant,Wisconsin,55043
"Green County, Wisconsin",36960,Green,Wisconsin,55045
"Green Lake County, Wisconsin",18913,Green Lake,Wisconsin,55047
"Iowa County, Wisconsin",23678,Iowa,Wisconsin,55049
"Iron County, Wisconsin",5687,Iron,Wisconsin,55051
"Jackson County, Wisconsin",20643,Jackson,Wisconsin,55053
"Jefferson County, Wisconsin",84769,Jefferson,Wisconsin,55055
"Juneau County, Wisconsin",26687,Juneau,Wisconsin,55057
"Kenosha County, Wisconsin",169561,Kenosha,Wisconsin,55059
"Kewaunee County, Wisconsin",20434,Kewaunee,Wisconsin,55061
"La Crosse County, Wisconsin",118016,La Crosse,Wisconsin,55063
"Lafayette County, Wisconsin",16665,Lafayette,Wisconsin,55065
"Langlade County, Wisconsin",19189,Langlade,Wisconsin,55067
"Lincoln County, Wisconsin",27593,Lincoln,Wisconsin,55069
"Manitowoc County, Wisconsin",78981,Manitowoc,Wisconsin,55071
"Marathon County, Wisconsin",135692,Marathon,Wisconsin,55073
"Marinette County, Wisconsin",40350,Marinette,Wisconsin,55075
"Marquette County, Wisconsin",15574,Marquette,Wisconsin,55077
"Menominee County, Wisconsin",4556,Menominee,Wisconsin,55078
"Milwaukee County, Wisconsin",945726,Milwaukee,Wisconsin,55079
"Monroe County, Wisconsin",46253,Monroe,Wisconsin,55081
"Oconto County, Wisconsin",37930,Oconto,Wisconsin,55083
"Oneida County, Wisconsin",35595,Oneida,Wisconsin,55085
"Outagamie County, Wisconsin",187885,Outagamie,Wisconsin,55087
"Ozaukee County, Wisconsin",89221,Ozaukee,Wisconsin,55089
"Pepin County, Wisconsin",7287,Pepin,Wisconsin,55091
"Pierce County, Wisconsin",42754,Pierce,Wisconsin,55093
"Polk County, Wisconsin",43783,Polk,Wisconsin,55095
"Portage County, Wisconsin",70772,Portage,Wisconsin,55097
"Price County, Wisconsin",13351,Price,Wisconsin,55099
"Racine County, Wisconsin",196311,Racine,Wisconsin,55101
"Richland County, Wisconsin",17252,Richland,Wisconsin,55103
"Rock County, Wisconsin",163354,Rock,Wisconsin,55105
"Rusk County, Wisconsin",14178,Rusk,Wisconsin,55107
"St. Croix County, Wisconsin",90687,St Croix,Wisconsin,55109
"Sauk County, Wisconsin",64442,Sauk,Wisconsin,55111
"Sawyer County, Wisconsin",16558,Sawyer,Wisconsin,55113
"Shawano County, Wisconsin",40899,Shawano,Wisconsin,55115
"Sheboygan County, Wisconsin",115340,Sheboygan,Wisconsin,55117
"Taylor County, Wisconsin",20343,Taylor,Wisconsin,55119
"Trempealeau County, Wisconsin",29649,Trempealeau,Wisconsin,55121
"Vernon County, Wisconsin",30822,Vernon,Wisconsin,55123
"Vilas County, Wisconsin",22195,Vilas,Wisconsin,55125
"Walworth County, Wisconsin",103868,Walworth,Wisconsin,55127
"Washburn County, Wisconsin",15720,Washburn,Wisconsin,55129
"Washington County, Wisconsin",136034,Washington,Wisconsin,55131
"Waukesha County, Wisconsin",404198,Waukesha,Wisconsin,55133
"Waupaca County, Wisconsin",50990,Waupaca,Wisconsin,55135
"Waushara County, Wisconsin",24443,Waushara,Wisconsin,55137
"Winnebago County, Wisconsin",171907,Winnebago,Wisconsin,55139
"Wood County, Wisconsin",72999,Wood,Wisconsin,55141
"Albany County, Wyoming",38880,Albany,Wyoming,56001
"Big Horn County, Wyoming",11790,Big Horn,Wyoming,56003
"Campbell County, Wyoming",46341,Campbell,Wyoming,56005
"Carbon County, Wyoming",14800,Carbon,Wyoming,56007
"Converse County, Wyoming",13822,Converse,Wyoming,56009
"Crook County, Wyoming",7584,Crook,Wyoming,56011
"Fremont County, Wyoming",39261,Fremont,Wyoming,56013
"Goshen County, Wyoming",13211,Goshen,Wyoming,56015
"Hot Springs County, Wyoming",4413,Hot Springs,Wyoming,56017
"Johnson County, Wyoming",8445,Johnson,Wyoming,56019
"Laramie County, Wyoming",99500,Laramie,Wyoming,56021
"Lincoln County, Wyoming",19830,Lincoln,Wyoming,56023
"Natrona County, Wyoming",79858,Natrona,Wyoming,56025
"Niobrara County, Wyoming",2356,Niobrara,Wyoming,56027
"Park County, Wyoming",29194,Park,Wyoming,56029
"Platte County, Wyoming",8393,Platte,Wyoming,56031
"Sheridan County, Wyoming",30485,Sheridan,Wyoming,56033
"Sublette County, Wyoming",9831,Sublette,Wyoming,56035
"Sweetwater County, Wyoming",42343,Sweetwater,Wyoming,56037
"Teton County, Wyoming",23464,Teton,Wyoming,56039
"Uinta County, Wyoming",20226,Uinta,Wyoming,56041
"Washakie County, Wyoming",7805,Washakie,Wyoming,56043
"Weston County, Wyoming",6927,Weston,Wyoming,56045
